"","SampleID","variable","value","kingdom","supergroup","division","class","order","family","genus","species","taxon"
"4928","Carboy7","Dinophyceae_1102",90,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4929","Barrow_S2C3","Dinophyceae_1102",633,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4930","Carboy2","Dinophyceae_1102",10,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4931","Barrow_S1IC6","Dinophyceae_1102",246,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4932","B22","Dinophyceae_1102",151,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4933","Barrow_S2C1D","Dinophyceae_1102",392,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4934","Barrow_S1IC5","Dinophyceae_1102",2759,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4935","Carboy1","Dinophyceae_1102",22,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4936","B21","Dinophyceae_1102",289,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4937","B32","Dinophyceae_1102",111,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4938","Carboy8","Dinophyceae_1102",31,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4939","B31","Dinophyceae_1102",90,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4940","B42","Dinophyceae_1102",398,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4941","blankMQ121118","Dinophyceae_1102",3281,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4942","Barrow_blank1","Dinophyceae_1102",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4943","B41","Dinophyceae_1102",69,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4944","Barrow_blank2","Dinophyceae_1102",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4945","blankdry2","Dinophyceae_1102",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4946","blankFiltSW1","Dinophyceae_1102",9,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4947","core_3","Dinophyceae_1102",395,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4948","B53","Dinophyceae_1102",23,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4949","dockslush_2","Dinophyceae_1102",109,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4950","B13","Dinophyceae_1102",769,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4951","dockslush_1","Dinophyceae_1102",167,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4952","mock_1","Dinophyceae_1102",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4953","core_6","Dinophyceae_1102",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4954","mock_2","Dinophyceae_1102",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4955","hero_11","Dinophyceae_1102",190,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4956","hero_12","Dinophyceae_1102",3215,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4957","Carboy6","Dinophyceae_1102",29,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4958","Carboy5","Dinophyceae_1102",133,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4959","blankMQ191118","Dinophyceae_1102",3069,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4960","Barrow_S1IC4","Dinophyceae_1102",1986,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4961","iceslush","Dinophyceae_1102",1048,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4962","Barrow_S2C2","Dinophyceae_1102",576,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4963","Carboy3","Dinophyceae_1102",57,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4964","B23","Dinophyceae_1102",302,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4965","B33","Dinophyceae_1102",47,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4966","CTDSW","Dinophyceae_1102",522,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4967","Carboy9","Dinophyceae_1102",114,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4968","B43","Dinophyceae_1102",76,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata","Heterocapsa_rotundata"
"4969","core_1","Dinophyceae_1142",24,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4970","B51","Dinophyceae_1142",442,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4971","B12","Dinophyceae_1142",911,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4972","B11","Dinophyceae_1142",971,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4973","core_2","Dinophyceae_1142",283,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4974","B52","Dinophyceae_1142",644,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4975","dockslush_3","Dinophyceae_1142",708,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4976","B14","Dinophyceae_1142",1080,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4977","blank771","Dinophyceae_1142",25,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4978","core_4","Dinophyceae_1142",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4979","mock_3","Dinophyceae_1142",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4980","hero_13","Dinophyceae_1142",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4981","Carboy4","Dinophyceae_1142",40,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4982","Carboy7","Dinophyceae_1142",346,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4983","Barrow_S2C3","Dinophyceae_1142",50,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4984","Carboy2","Dinophyceae_1142",28,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4985","Barrow_S1IC6","Dinophyceae_1142",338,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4986","B22","Dinophyceae_1142",237,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4987","Barrow_S2C1D","Dinophyceae_1142",256,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4988","Barrow_S1IC5","Dinophyceae_1142",173,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4989","Carboy1","Dinophyceae_1142",37,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4990","B21","Dinophyceae_1142",621,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4991","B32","Dinophyceae_1142",468,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4992","Carboy8","Dinophyceae_1142",31,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4993","B31","Dinophyceae_1142",701,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4994","B42","Dinophyceae_1142",449,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4995","blankMQ121118","Dinophyceae_1142",13,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4996","Barrow_blank1","Dinophyceae_1142",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4997","B41","Dinophyceae_1142",406,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4998","Barrow_blank2","Dinophyceae_1142",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"4999","blankdry2","Dinophyceae_1142",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"5000","blankFiltSW1","Dinophyceae_1142",38,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"5001","core_3","Dinophyceae_1142",158,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"5002","B53","Dinophyceae_1142",673,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"5003","dockslush_2","Dinophyceae_1142",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"5004","B13","Dinophyceae_1142",779,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"5005","dockslush_1","Dinophyceae_1142",312,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"5006","mock_1","Dinophyceae_1142",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"5007","core_6","Dinophyceae_1142",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"5008","mock_2","Dinophyceae_1142",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"5009","hero_11","Dinophyceae_1142",842,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"5010","hero_12","Dinophyceae_1142",479,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"5011","Carboy6","Dinophyceae_1142",33,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"5012","Carboy5","Dinophyceae_1142",69,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"5013","blankMQ191118","Dinophyceae_1142",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"5014","Barrow_S1IC4","Dinophyceae_1142",24,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"5015","iceslush","Dinophyceae_1142",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"5016","Barrow_S2C2","Dinophyceae_1142",109,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"5017","Carboy3","Dinophyceae_1142",22,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"5018","B23","Dinophyceae_1142",287,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"5019","B33","Dinophyceae_1142",463,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"5020","CTDSW","Dinophyceae_1142",1956,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"5021","Carboy9","Dinophyceae_1142",285,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"5022","B43","Dinophyceae_1142",439,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Diplopsalidaceae","","","Diplopsalidaceae"
"5023","core_1","Dinophyceae_1318",405,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_spirale","Gyrodinium_spirale"
"5024","B51","Dinophyceae_1318",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_spirale","Gyrodinium_spirale"
"5025","B12","Dinophyceae_1318",985,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_spirale","Gyrodinium_spirale"
"5026","B11","Dinophyceae_1318",1029,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_spirale","Gyrodinium_spirale"
"5027","core_2","Dinophyceae_1318",942,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_spirale","Gyrodinium_spirale"
"5028","B52","Dinophyceae_1318",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_spirale","Gyrodinium_spirale"
"5029","dockslush_3","Dinophyceae_1318",519,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_spirale","Gyrodinium_spirale"
"5030","B14","Dinophyceae_1318",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_spirale","Gyrodinium_spirale"
"5031","blank771","Dinophyceae_1318",948,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_spirale","Gyrodinium_spirale"
"5032","core_4","Dinophyceae_1318",1326,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_spirale","Gyrodinium_spirale"
"5033","mock_3","Dinophyceae_1318",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_spirale","Gyrodinium_spirale"
"5034","hero_13","Dinophyceae_1318",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_spirale","Gyrodinium_spirale"
"5035","Carboy4","Dinophyceae_1318",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_spirale","Gyrodinium_spirale"
"5036","Carboy7","Dinophyceae_1318",112,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_spirale","Gyrodinium_spirale"
"5037","Barrow_S2C3","Dinophyceae_1318",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_spirale","Gyrodinium_spirale"
"5038","Carboy2","Dinophyceae_1318",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_spirale","Gyrodinium_spirale"
"5039","Barrow_S1IC6","Dinophyceae_1318",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_spirale","Gyrodinium_spirale"
"5040","B22","Dinophyceae_1318",80,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_spirale","Gyrodinium_spirale"
"5041","Barrow_S2C1D","Dinophyceae_1318",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_spirale","Gyrodinium_spirale"
"5042","Barrow_S1IC5","Dinophyceae_1318",584,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_spirale","Gyrodinium_spirale"
"5043","Carboy1","Dinophyceae_1318",0,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_spirale","Gyrodinium_spirale"
"5044","B21","Dinophyceae_1318",172,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_spirale","Gyrodinium_spirale"
"5045","B32","Dinophyceae_1318",134,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_spirale","Gyrodinium_spirale"
