MassFeature,FinalBMIS,Orig_RSD,FinalRSD,QC_area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,Area,MassFeature_Column,Volume_filtered_L,umolCFiltered,Adjusted_Area_VolNormed,Adjusted_Area_CNormed,Datsum,Rank,RankPercent,z,Vol_recon_uL,Dilution_Factor,RP_stdVolpersmpVol,Identification,RFmax,RFmin,RF,RFratio,RFratioFlag,nmolperumolCinEnviroave,RFFlag,Emperical.Formula,C,N,nmolCave,nmolNave,totalCmeasured_nM,totalNmeasured_nM,molFractionC,molFractionN,PC_ave,molFractionC_pertotalC
DMSP,"Sucrose, 13C",0.1479033580819769,0.07493425973463536,788359936,200821,Smp,StaB3_C,C,200821,933980789.3948002,200821_Smp_StaB3_C DMSP,HILICPos,788359936,DMSP_X_HILICPos,2.095,62.79508284,445814219.2815275,14873470.13737613,82766038897.41449,10,0.8412698412698413,1,400,1,1,DMSP,379205792,253701088,316453440,0.8689390209347154,NA,0.010327356011256643,NA,C5H10O2S,5,NA,0.051636780056283214,NA,13.568303148488429,2.8881483386102573,0.0038056918017811085,NA,29.97378656,1.722731292321687e-6
Ectoine,Inj_vol,0.07107179571045534,0.07107179571045534,39605080,200821,Smp,StaB3_C,C,200821,39605080,200821_Smp_StaB3_C Ectoine,HILICPos,39605080,Ectoine_X_HILICPos,2.095,62.79508284,18904572.79236277,630703.5234098275,1543734727,38,0.39682539682539686,1,400,1,1,Ectoine,797561472,650853440,724207456,0.8153174039487172,NA,2.0394427402393902e-4,NA,C6H10N2O2,6,2,0.0012236656441436341,4.0788854804787804e-4,13.568303148488429,2.8881483386102573,9.018560616991787e-5,1.4122839280621895e-4,29.97378656,4.082452651399791e-8
Ergothioneine,Inj_vol,2.4412348567342304,2.4412348567342304,NA,200821,Smp,StaB3_C,C,200821,NA,200821_Smp_StaB3_C Ergothioneine,HILICPos,0,Ergothioneine_X_HILICPos,2.095,62.79508284,NA,NA,2177785,63,0,1,400,1,1,Ergothioneine,45517900,39848964,42683432,0.8708830132664496,NA,NA,NA,C9H15N3O2S,9,3,NA,NA,13.568303148488429,2.8881483386102573,NA,NA,29.97378656,NA
Glucosamine,"Taurine, D4",0.5014914665128996,0.3664168275623495,NA,200821,Smp,StaB3_C,C,200821,NA,200821_Smp_StaB3_C Glucosamine,HILICPos,0,Glucosamine_X_HILICPos,2.095,62.79508284,NA,NA,1873339.6778343567,63,0,1,400,1,1,Glucosamine,20254008,14912321.6,17583164.8,0.6412909455495739,NA,NA,NA,C6H13NO5,6,1,NA,NA,13.568303148488429,2.8881483386102573,NA,NA,29.97378656,NA
Glucosylglycerol,Inj_vol,0.09810091545103176,0.09810091545103176,169247472,200821,Smp,StaB3_C,C,200821,169247472,200821_Smp_StaB3_C Glucosylglycerol,HILICPos,169247472,Glucosylglycerol_X_HILICPos,2.095,62.79508284,80786382.8162291,2695234.4729162557,3924935237,19,0.6984126984126984,1,400,1,1,Glucosylglycerol,2135378.75,1486783.75,1811081.25,1.5728949223545547,NA,0.1806487130522546,NA,C9H18O8,9,NA,1.6258384174702916,NA,13.568303148488429,2.8881483386102573,0.1198262155317054,NA,29.97378656,5.424200957112212e-5
Glutamic acid,"DL-Proline, D7",0.13751320090101243,0.05477330382857603,1622435840,200821,Smp,StaB3_C,C,200821,2010566846.3646946,200821_Smp_StaB3_C Glutamic acid,HILICPos,1622435840,Glutamic acid_X_HILICPos,2.095,62.79508284,959697778.6943649,32017902.60373665,40607384620.68116,7,0.8888888888888888,1,400,1,1,Glutamic acid,15612277,13353617,14482947,1.692480604672299,NA,0.24939526361537148,NA,C5H9NO4,5,1,1.2469763180768574,0.24939526361537148,13.568303148488429,2.8881483386102573,0.09190363042675503,0.08635126537003897,29.97378656,4.1602228519934366e-5
Glutamine,"DL-Proline, D7",0.16664296512696775,0.06936278702579327,1729910528,200821,Smp,StaB3_C,C,200821,2143752417.829998,200821_Smp_StaB3_C Glutamine,HILICPos,1729910528,Glutamine_X_HILICPos,2.095,62.79508284,1023270843.8329345,34138858.02638744,78115320897.72955,6,0.9047619047619048,1,400,1,1,Glutamine,53671912,41966268,47819090,0.9035620590485672,NA,0.15085706703308543,NA,C5H10N2O3,5,2,0.7542853351654272,0.30171413406617087,13.568303148488429,2.8881483386102573,0.055591721891138465,0.10446628728611361,29.97378656,2.5164833066904548e-5
Glutamylphenylalanine,"DL-Histidine, 15N",0.20769089361639828,0.10700488174508473,NA,200821,Smp,StaB3_C,C,200821,NA,200821_Smp_StaB3_C Glutamylphenylalanine,HILICPos,0,Glutamylphenylalanine_X_HILICPos,2.095,62.79508284,NA,NA,2861779.4636251507,63,0,1,400,1,1,Glutamylphenylalanine,71626560,40982200,56304380,0.5191770643148433,NA,NA,NA,C14H18N2O5,14,2,NA,NA,13.568303148488429,2.8881483386102573,NA,NA,29.97378656,NA
Glutathione Disulfide,"DL-Proline, D7",0.12029611031355318,0.048203098214577834,2502621,200821,Smp,StaB3_C,C,200821,3101316.3587510856,200821_Smp_StaB3_C Glutathione Disulfide,HILICPos,2502621,Glutathione Disulfide_X_HILICPos,2.095,62.79508284,1480341.9373513535,49387.88545996742,75703622.9837545,53,0.15873015873015872,1,400,1,1,Glutathione Disulfide,2575510,2490756.25,2533133.125,0.7645679378677415,NA,0.00486880409475733,NA,C20H32N6O12S2,20,6,0.0973760818951466,0.029212824568543978,13.568303148488429,2.8881483386102573,0.007176732479329572,0.010114724433649015,29.97378656,3.24870805696251e-6
Glycerophosphocholine,Inj_vol,0.11968027864661171,0.11968027864661171,5240374784,200821,Smp,StaB3_C,C,200821,5240374784,200821_Smp_StaB3_C Glycerophosphocholine,HILICPos,5240374784,Glycerophosphocholine_X_HILICPos,2.095,62.79508284,2501372211.933174,83451992.52865577,105399193827,3,0.9523809523809523,1,400,1,1,Glycerophosphocholine,95102816,89048104,92075460,2.1455167341319523,NA,0.08065603547458625,NA,C8H21NO6P,8,1,0.64524828379669,0.08065603547458625,13.568303148488429,2.8881483386102573,0.04755556216095994,0.02792655570918389,29.97378656,2.152708609254506e-5
Glycine,"DL-Proline, D7",0.15795180839134,0.07355055261884777,5704417,200821,Smp,StaB3_C,C,200821,7069069.491240499,200821_Smp_StaB3_C Glycine,HILICPos,5704417,Glycine_X_HILICPos,2.095,62.79508284,3374257.513718615,112573.61518659473,182220935.594088,48,0.23809523809523814,1,400,1,1,Glycine,2690345.25,2182565.75,2436455.5,0.8509920425996018,NA,0.01036641508069988,NA,C2H5NO2,2,1,0.02073283016139976,0.01036641508069988,13.568303148488429,2.8881483386102573,0.0015280341200004431,0.0035892945463071595,29.97378656,6.916987321537716e-7
Gonyol,Inj_vol,0.10227796456397575,0.10227796456397575,94544280,200821,Smp,StaB3_C,C,200821,94544280,200821_Smp_StaB3_C Gonyol,HILICPos,94544280,Gonyol_X_HILICPos,2.095,62.79508284,45128534.60620525,1505600.0521712187,4969360148,25,0.6031746031746033,1,400,1,1,Gonyol,30501442,22364482,26432962,1.1297021813067452,NA,0.009626663386877385,NA,C7H14O3S,7,NA,0.0673866437081417,NA,13.568303148488429,2.8881483386102573,0.004966475392735375,NA,29.97378656,2.248185879793684e-6
Guanosine,"Cytosine, 13C2-15N3",0.13317659048908015,0.060720339102239396,23059446,200821,Smp,StaB3_C,C,200821,22718534.465949073,200821_Smp_StaB3_C Guanosine,HILICPos,23059446,Guanosine_X_HILICPos,2.095,62.79508284,10844169.196157075,361788.43053420633,1338721331.0733006,41,0.3492063492063492,1,400,1,1,Guanosine,37312308,36150508,36731408,0.9696590212918228,NA,0.0019394296025241392,NA,C10H13N5O5,10,5,0.01939429602524139,0.009697148012620695,13.568303148488429,2.8881483386102573,0.0014293825700232828,0.0033575657742312666,29.97378656,6.470419073152094e-7
Homoserine,"Sulfoacetic Acid, 13C2",0.16224366241666677,0.07152334818788122,326540992,200821,Smp,StaB3_C,C,200821,364692304.36627996,200821_Smp_StaB3_C Homoserine,HILICPos,326540992,Homoserine_X_HILICPos,2.095,62.79508284,174077472.2512076,5807657.03097335,6809828782.452495,14,0.7777777777777778,1,400,1,1,Homoserine,30598664,28007894,29303279,0.72586524411149,NA,0.0521320380165672,NA,C4H9NO3,4,1,0.2085281520662688,0.0521320380165672,13.568303148488429,2.8881483386102573,0.015368771598348301,0.01805033256763138,29.97378656,6.957017314073674e-6
Hydroxyectoine,Inj_vol,0.1261175177999757,0.1261175177999757,NA,200821,Smp,StaB3_C,C,200821,NA,200821_Smp_StaB3_C Hydroxyectoine,HILICPos,0,Hydroxyectoine_X_HILICPos,2.095,62.79508284,NA,NA,75192231,63,0,1,400,1,1,Hydroxyectoine,2002362240,1607926400,1805144320,0.9824688040197538,NA,NA,NA,C6H10N2O3,6,2,NA,NA,13.568303148488429,2.8881483386102573,NA,NA,29.97378656,NA
Hydroxylysine,"Sulfolactic Acid, 13C3",0.9514847843035261,0.7003824544007171,NA,200821,Smp,StaB3_C,C,200821,NA,200821_Smp_StaB3_C Hydroxylysine,HILICPos,0,Hydroxylysine_X_HILICPos,2.095,62.79508284,NA,NA,32437.43572549439,63,0,1,400,1,1,Hydroxylysine,5992251,4093325.5,5042788.25,0.9674481921196855,NA,NA,NA,C6H14N2O3,6,2,NA,NA,13.568303148488429,2.8881483386102573,NA,NA,29.97378656,NA
Hypotaurine,"Sulfoacetic Acid, 13C2",0.1432204476029936,0.0596514093863772,3097893,200821,Smp,StaB3_C,C,200821,3459834.337889707,200821_Smp_StaB3_C Hypotaurine,HILICPos,3097893,Hypotaurine_X_HILICPos,2.095,62.79508284,1651472.2376561847,55097.21751152494,153675633.50101748,51,0.19047619047619047,1,400,1,1,Hypotaurine,77099.75,64252.25,70676,1.9050659189152777,NA,0.0781310500653545,NA,C2H7NO2S,2,1,0.156262100130709,0.0781310500653545,13.568303148488429,2.8881483386102573,0.011516701714327286,0.027052298187339723,29.97378656,5.213291948213199e-6
Hypoxanthine,Inj_vol,0.08944394063272666,0.08944394063272666,250551008,200821,Smp,StaB3_C,C,200821,250551008,200821_Smp_StaB3_C Hypoxanthine,HILICPos,250551008,Hypoxanthine_X_HILICPos,2.095,62.79508284,119594753.22195703,3989978.1426898744,9259994652,15,0.7619047619047619,1,400,1,1,Hypoxanthine,275192576,266949872,271071224,0.87110214495947,NA,0.0032262200115435627,NA,C5H4N4O,5,4,0.016131100057717812,0.01290488004617425,13.568303148488429,2.8881483386102573,0.0011888811652557224,0.004468219264798541,29.97378656,5.381735812866819e-7
Leucine,"L-Isoleucine, 15N",0.13867999925197447,0.05817965032926232,NA,200821,Smp,StaB3_C,C,200821,NA,200821_Smp_StaB3_C Leucine,HILICPos,0,Leucine_X_HILICPos,2.095,62.79508284,NA,NA,7067934841.045612,63,0,1,400,1,1,Leucine,110801176,56887152,83844164,0.9414548496692643,NA,NA,NA,C6H13NO2,6,1,NA,NA,13.568303148488429,2.8881483386102573,NA,NA,29.97378656,NA
Lysine,"Sulfolactic Acid, 13C3",0.4546266384063291,0.28288796272712263,69570184,200821,Smp,StaB3_C,C,200821,46491198.66380074,200821_Smp_StaB3_C Lysine,HILICPos,69570184,Lysine_X_HILICPos,2.095,62.79508284,22191502.94214832,740363.6807400816,2443647410.447374,29,0.5396825396825398,1,400,1,1,Lysine,5797551,3231736.25,4514643.625,1.4043291952511563,NA,0.022296088078670943,NA,C6H14N2O2,6,2,0.13377652847202565,0.04459217615734189,13.568303148488429,2.8881483386102573,0.00985948847162432,0.01543971116760544,29.97378656,4.463117404410637e-6
Methionine Sulfoxide,"DL-Alanine, D3",0.26136950422778793,0.13406391819703692,15791487,200821,Smp,StaB3_C,C,200821,17533990.04270999,200821_Smp_StaB3_C Methionine Sulfoxide,HILICPos,15791487,Methionine Sulfoxide_X_HILICPos,2.095,62.79508284,8369446.32110262,279225.5261034702,1705780157.8883414,43,0.31746031746031744,1,400,1,1,Methionine Sulfoxide,51823592,37319500,44571546,0.7503923646364999,NA,0.001593987742184979,NA,C5H11NO3S,5,1,0.007969938710924895,0.001593987742184979,13.568303148488429,2.8881483386102573,5.873939153410486e-4,5.519064657710716e-4,29.97378656,2.658969594972953e-7
Methylmalonyl carnitine,Inj_vol,0.2328619249428167,0.2328619249428167,534108,200821,Smp,StaB3_C,C,200821,534108,200821_Smp_StaB3_C Methylmalonyl carnitine,HILICPos,534108,Methylmalonyl carnitine_X_HILICPos,2.095,62.79508284,254944.15274463006,8505.570433928582,23603314,57,0.09523809523809523,1,400,1,1,Methylmalonyl carnitine,577596736,429162560,503379648,0.7376420363608672,NA,4.373590308064171e-6,NA,C11H19NO6,11,1,4.8109493388705884e-5,4.373590308064171e-6,13.568303148488429,2.8881483386102573,3.5457265998707806e-6,1.5143232948238008e-6,29.97378656,1.6050522443136354e-9
Muramic Acid,"Sulfolactic Acid, 13C3",1.3395777292682298,1.0504781705521389,NA,200821,Smp,StaB3_C,C,200821,NA,200821_Smp_StaB3_C Muramic Acid,HILICPos,0,Muramic Acid_X_HILICPos,2.095,62.79508284,NA,NA,5033390.007998567,63,0,1,400,1,1,Muramic Acid,37496880,21520064,29508472,0.8491859939074986,NA,NA,NA,C9H17NO7,9,1,NA,NA,13.568303148488429,2.8881483386102573,NA,NA,29.97378656,NA
N-Acetyl-Serine,Inj_vol,0.7347626630011531,0.7347626630011531,319702,200821,Smp,StaB3_C,C,200821,319702,200821_Smp_StaB3_C N-Acetyl-Serine,HILICPos,319702,N-Acetyl-Serine_X_HILICPos,2.095,62.79508284,152602.38663484485,5091.194812412163,5005287,60,0.04761904761904767,1,400,1,1,N-Acetyl-Serine,12147998,5002064,8575031,9.192887422562293e-4,NA,0.12331276588137498,NA,C5H9NO4,5,1,0.6165638294068749,0.12331276588137498,13.568303148488429,2.8881483386102573,0.04544148392465442,0.04269613310122139,29.97378656,2.057010141753925e-5
N-Acetylglucosamine,"Sucrose, 13C",0.19488738097508437,0.10482478555766861,4237819,200821,Smp,StaB3_C,C,200821,5020602.080586047,200821_Smp_StaB3_C N-Acetylglucosamine,HILICPos,4237819,N-Acetylglucosamine_X_HILICPos,2.095,62.79508284,2396468.7735494254,79952.15315470466,92711901.73064235,50,0.2063492063492064,1,400,1,1,N-Acetylglucosamine,10009602.666666666,7299239.333333333,8654421,1.2744885900791303,NA,0.0013839874703868737,NA,C8H15NO6,8,1,0.01107189976309499,0.0013839874703868737,13.568303148488429,2.8881483386102573,8.160121160270841e-4,4.79195424931959e-4,29.97378656,3.693860881050789e-7
N-Acetylmuramic acid,"Guanine, 13C-15N2",0.7106509937385331,0.565375435567506,NA,200821,Smp,StaB3_C,C,200821,NA,200821_Smp_StaB3_C N-Acetylmuramic acid,HILICPos,0,N-Acetylmuramic acid_X_HILICPos,2.095,62.79508284,NA,NA,3534088.3030939186,63,0,1,400,1,1,N-Acetylmuramic acid,43292665.6,34824310.4,39058488,1.005284413313447,NA,NA,NA,C11H19NO8,11,1,NA,NA,13.568303148488429,2.8881483386102573,NA,NA,29.97378656,NA
N(e)-Acetyl-Lysine,"DL-Alanine, D3",0.18333749187327886,0.13893679108049622,NA,200821,Smp,StaB3_C,C,200821,NA,200821_Smp_StaB3_C N(e)-Acetyl-Lysine,HILICPos,0,N(e)-Acetyl-Lysine_X_HILICPos,2.095,62.79508284,NA,NA,62656050.23335154,63,0,1,400,1,1,N(e)-Acetyl-Lysine,170158368,126873552,148515960,0.5081402241716086,NA,NA,NA,C8H16N2O3,8,2,NA,NA,13.568303148488429,2.8881483386102573,NA,NA,29.97378656,NA
Ophthalmic Acid,"L-Cysteic Acid, D3",0.234771823785395,0.14818185826390443,1355093,200821,Smp,StaB3_C,C,200821,1211225.1802059487,200821_Smp_StaB3_C Ophthalmic Acid,HILICPos,1355093,Ophthalmic Acid_X_HILICPos,2.095,62.79508284,578150.4440123859,19288.535430267915,24605409.64189385,54,0.1428571428571429,1,400,1,1,Ophthalmic Acid,33304688,28610867.2,30957777.6,0.717341569910475,NA,1.6583623993221165e-4,NA,C11H19N3O6,11,3,0.001824198639254328,4.97508719796635e-4,13.568303148488429,2.8881483386102573,1.344455986346054e-4,1.7225871439693097e-4,29.97378656,6.08597994652007e-8
Ornithine,"Sulfolactic Acid, 13C3",0.5318543706202121,0.29816152990562067,90518568,200821,Smp,StaB3_C,C,200821,60490234.25970465,200821_Smp_StaB3_C Ornithine,HILICPos,90518568,Ornithine_X_HILICPos,2.095,62.79508284,28873620.171696726,963295.7155870304,3113963429.2630463,26,0.5873015873015873,1,400,1,1,Ornithine,17429736,5405138.8,11417437.4,1.1028609755147059,NA,0.014606500705659794,NA,C5H12N2O2,5,2,0.07303250352829897,0.02921300141131959,13.568303148488429,2.8881483386102573,0.005382581943301814,0.010114785664152049,29.97378656,2.4365457925079377e-6
PQS,Inj_vol,0.9057997665395887,0.9057997665395887,NA,200821,Smp,StaB3_C,C,200821,NA,200821_Smp_StaB3_C PQS,HILICPos,0,PQS_X_HILICPos,2.095,62.79508284,NA,NA,417574,63,0,1,400,1,1,PQS,8961652,6866994,7914323,0.15091490188554102,NA,NA,NA,C16H21NO2,16,1,NA,NA,13.568303148488429,2.8881483386102573,NA,NA,29.97378656,NA
Propionyl-L-carnitine,"Homarine, D3",0.119713032006298,0.08636648912946966,NA,200821,Smp,StaB3_C,C,200821,NA,200821_Smp_StaB3_C Propionyl-L-carnitine,HILICPos,0,Propionyl-L-carnitine_X_HILICPos,2.095,62.79508284,NA,NA,170736440.6488474,63,0,1,400,1,1,Propionyl-L-carnitine,453988128,381576384,417782256,0.8884650051119307,NA,NA,NA,C10H19NO4,10,1,NA,NA,13.568303148488429,2.8881483386102573,NA,NA,29.97378656,NA
Pyridinedicarboxylic acid,"DL-Histidine, 15N",0.20520472854360763,0.11114575534145048,NA,200821,Smp,StaB3_C,C,200821,NA,200821_Smp_StaB3_C Pyridinedicarboxylic acid,HILICPos,0,Pyridinedicarboxylic acid_X_HILICPos,2.095,62.79508284,NA,NA,5520082.690977415,63,0,1,400,1,1,Pyridinedicarboxylic acid,39710675.2,37501856,38606265.6,1.122524862854691,NA,NA,NA,C7H5NO4,7,1,NA,NA,13.568303148488429,2.8881483386102573,NA,NA,29.97378656,NA
Riboflavin Monophosphate,Inj_vol,0.6350466313723278,0.6350466313723278,217506,200821,Smp,StaB3_C,C,200821,217506,200821_Smp_StaB3_C Riboflavin Monophosphate,HILICPos,217506,Riboflavin Monophosphate_X_HILICPos,2.095,62.79508284,103821.47971360381,3463.7425442084186,4902942,61,0.031746031746031744,1,400,1,1,Riboflavin Monophosphate,20313518,13418959,16866238.5,0.8114999332920145,NA,4.8318655615359427e-5,NA,C17H21N4O9P,17,4,8.214171454611102e-4,1.932746224614377e-4,13.568303148488429,2.8881483386102573,6.0539415759782746e-5,6.691990846787294e-5,29.97378656,2.740451707083585e-8
Sarcosine,"Guanine, 13C-15N2",0.2266744741171311,0.0999045371568561,25133660,200821,Smp,StaB3_C,C,200821,28450408.964123826,200821_Smp_StaB3_C Sarcosine,HILICPos,25133660,Sarcosine_X_HILICPos,2.095,62.79508284,13580147.476908747,453067.464479896,1124751560.2161045,40,0.3650793650793651,1,400,1,1,Sarcosine,35041836,29102372,32072104,0.9452169487907466,NA,0.0028535132137933474,NA,C3H7NO2,3,1,0.008560539641380042,0.0028535132137933474,13.568303148488429,2.8881483386102573,6.309219028861192e-4,9.880078442115006e-4,29.97378656,2.856008740918999e-7
Serine,"Sulfoacetic Acid, 13C2",0.1211512996063867,0.06019054967582088,47090644,200821,Smp,StaB3_C,C,200821,52592464.331253506,200821_Smp_StaB3_C Serine,HILICPos,47090644,Serine_X_HILICPos,2.095,62.79508284,25103801.590097137,837525.200265402,1256380783.9273295,34,0.46031746031746035,1,400,1,1,Serine,7793698,6266045,7029871.5,0.7027594781473061,NA,0.032368289457091894,NA,C3H7NO3,3,1,0.09710486837127569,0.032368289457091894,13.568303148488429,2.8881483386102573,0.007156743721641687,0.011207280811853012,29.97378656,3.239659699881298e-6
Stachydrine hydrochloride,Inj_vol,0.04003967055306961,0.04003967055306961,NA,200821,Smp,StaB3_C,C,200821,NA,200821_Smp_StaB3_C Stachydrine hydrochloride,HILICPos,0,Stachydrine hydrochloride_X_HILICPos,2.095,62.79508284,NA,NA,1404490811,63,0,1,400,1,1,Stachydrine hydrochloride,804937152,670439360,737688256,0.8938678995460438,NA,NA,NA,C7H13NO2,7,1,NA,NA,13.568303148488429,2.8881483386102573,NA,NA,29.97378656,NA
Thiamine monophosphate,Inj_vol,1.5329358311792465,1.5329358311792465,NA,200821,Smp,StaB3_C,C,200821,NA,200821_Smp_StaB3_C Thiamine monophosphate,HILICPos,0,Thiamine monophosphate_X_HILICPos,2.095,62.79508284,NA,NA,680175,63,0,1,400,1,1,Thiamine monophosphate,19985204,14985934,17485569,0.9276765252883281,NA,NA,NA,C12H18N4O4PS,12,4,NA,NA,13.568303148488429,2.8881483386102573,NA,NA,29.97378656,NA
Thiamine pyrophosphate,Inj_vol,0.2988886697526228,0.2988886697526228,NA,200821,Smp,StaB3_C,C,200821,NA,200821_Smp_StaB3_C Thiamine pyrophosphate,HILICPos,0,Thiamine pyrophosphate_X_HILICPos,2.095,62.79508284,NA,NA,56360,63,0,1,400,1,1,Thiamine pyrophosphate,2129530,1649960.25,1889745.125,0.8802890096324529,NA,NA,NA,C12H19N4O7P2S,12,4,NA,NA,13.568303148488429,2.8881483386102573,NA,NA,29.97378656,NA
Threonine,"DL-Proline, D7",0.10870823754455275,0.04379655977018261,142646416,200821,Smp,StaB3_C,C,200821,176771338.3121186,200821_Smp_StaB3_C Threonine,HILICPos,142646416,Threonine_X_HILICPos,2.095,62.79508284,84377727.11795636,2815050.6427792553,4283313744.6688604,22,0.6507936507936508,1,400,1,1,Threonine,16596933,9989082,13293007.5,0.8794445154520507,NA,0.045975925631956634,NA,C4H9NO3,4,1,0.18390370252782653,0.045975925631956634,13.568303148488429,2.8881483386102573,0.013553920524565687,0.01591882418826164,29.97378656,6.135484489412022e-6
trans Hydroxyl proline,"DL-Alanine, D3",0.15008295258785379,0.08790324345636982,9492997,200821,Smp,StaB3_C,C,200821,10540496.589933285,200821_Smp_StaB3_C trans Hydroxyl proline,HILICPos,9492997,trans Hydroxyl proline_X_HILICPos,2.095,62.79508284,5031263.288750971,167855.44525500757,386310711.5510057,44,0.3015873015873016,1,400,1,1,trans Hydroxyl proline,68604832,60491384,64548108,0.722881027481688,NA,6.868486593662599e-4,NA,C5H9NO3,5,1,0.0034342432968312996,6.868486593662599e-4,13.568303148488429,2.8881483386102573,2.5310779537041e-4,2.3781626801647014e-4,29.97378656,1.145748899611601e-7
Trigonelline,Inj_vol,0.055542243824601475,0.055542243824601475,NA,200821,Smp,StaB3_C,C,200821,NA,200821_Smp_StaB3_C Trigonelline,HILICPos,0,Trigonelline_X_HILICPos,2.095,62.79508284,NA,NA,10398788080,63,0,1,400,1,1,Trigonelline,627330944,525376608,576353776,0.9170730992141947,NA,NA,NA,C7H7NO2,7,1,NA,NA,13.568303148488429,2.8881483386102573,NA,NA,29.97378656,NA
Trimethyl-L-lysine,"L-Cysteic Acid, D3",0.2874374762099918,0.20318269812340867,7544985,200821,Smp,StaB3_C,C,200821,6743947.3278042,200821_Smp_StaB3_C Trimethyl-L-lysine,HILICPos,7544985,Trimethyl-L-lysine_X_HILICPos,2.095,62.79508284,3219067.9368993794,107396.10528084783,222936070.2655013,47,0.25396825396825395,1,400,1,1,Trimethyl-L-lysine,209783008,132339232,171061120,1.0275082829953681,NA,1.166615798133899e-4,NA,C9H20N2O2,9,2,0.001049954218320509,2.333231596267798e-4,13.568303148488429,2.8881483386102573,7.738286850095023e-5,8.078641824161018e-5,29.97378656,3.502908170173175e-8
Trimethylamine N-oxide,Inj_vol,0.08078858232860306,0.08078858232860306,150570640,200821,Smp,StaB3_C,C,200821,150570640,200821_Smp_StaB3_C Trimethylamine N-oxide,HILICPos,150570640,Trimethylamine N-oxide_X_HILICPos,2.095,62.79508284,71871427.20763722,2397809.4014725564,4848234064,20,0.6825396825396826,1,400,1,1,Trimethylamine N-oxide,154863168,120202056,137532612,0.9285654146866996,NA,0.0035848618810002944,NA,C3H9NO,3,1,0.010754585643000882,0.0035848618810002944,13.568303148488429,2.8881483386102573,7.926256898379362e-4,0.001241231910797659,29.97378656,3.587997005808025e-7
