MassFeature,FinalBMIS,Orig_RSD,FinalRSD,QC_area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,Area,MassFeature_Column,Volume_filtered_L,umolCFiltered,Adjusted_Area_VolNormed,Adjusted_Area_CNormed,Rank,RankPercent
Histidine,"DL-Histidine, 15N",0.1596110810870703,0.02176606159517299,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Histidine,HILICPos,0,Histidine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Homarine,"Homarine, D3",0.0649315327032838,0.007569133984248704,224911200,200821,Smp,Hero1_A,A,200821,232281752.74839395,200821_Smp_Hero1_A Homarine,HILICPos,224911200,Homarine_X_HILICPos,0.725,9.144216331,320388624.4805434,25402040.40896656,3,0.9
Homocysteine Thiolactone,Inj_vol,2.171049853817764,2.171049853817764,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Homocysteine Thiolactone,HILICPos,0,Homocysteine Thiolactone_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Homocystine,Inj_vol,2.151702987081237,2.151702987081237,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Homocystine,HILICPos,0,Homocystine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Homoserine,"Sulfoacetic Acid, 13C2",0.16224366241666677,0.07152334818788122,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Homoserine,HILICPos,0,Homoserine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Hordenine,Inj_vol,1.2705475756664402,1.2705475756664402,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Hordenine,HILICPos,0,Hordenine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Hydroxyectoine,Inj_vol,0.1261175177999757,0.1261175177999757,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Hydroxyectoine,HILICPos,0,Hydroxyectoine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Hydroxylysine,"Sulfolactic Acid, 13C3",0.9514847843035261,0.7003824544007171,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Hydroxylysine,HILICPos,0,Hydroxylysine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Hypotaurine,"Sulfoacetic Acid, 13C2",0.1432204476029936,0.0596514093863772,180291,200821,Smp,Hero1_A,A,200821,242090.01339210762,200821_Smp_Hero1_A Hypotaurine,HILICPos,180291,Hypotaurine_X_HILICPos,0.725,9.144216331,333917.2598511829,26474.659460034116,29,0.033333333333333326
Hypoxanthine,Inj_vol,0.08944394063272666,0.08944394063272666,25176710,200821,Smp,Hero1_A,A,200821,25176710,200821_Smp_Hero1_A Hypoxanthine,HILICPos,25176710,Hypoxanthine_X_HILICPos,0.725,9.144216331,34726496.551724136,2753293.348348278,15,0.5
Leucine,"L-Isoleucine, 15N",0.13867999925197447,0.05817965032926232,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Leucine,HILICPos,0,Leucine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Lysine,"Sulfolactic Acid, 13C3",0.4546266384063291,0.28288796272712263,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Lysine,HILICPos,0,Lysine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Melamine,Inj_vol,0.36588904809701617,0.36588904809701617,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Melamine,HILICPos,0,Melamine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Methionine,"L-Methionine, D3",0.11544840670114512,0.08305019518136042,1184966,200821,Smp,Hero1_A,A,200821,1245945.4447167765,200821_Smp_Hero1_A Methionine,HILICPos,1184966,Methionine_X_HILICPos,0.725,9.144216331,1718545.4409886573,136255.02717962506,25,0.16666666666666663
Methionine Sulfoxide,"DL-Alanine, D3",0.26136950422778793,0.13406391819703692,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Methionine Sulfoxide,HILICPos,0,Methionine Sulfoxide_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Methylmalonyl carnitine,Inj_vol,0.2328619249428167,0.2328619249428167,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Methylmalonyl carnitine,HILICPos,0,Methylmalonyl carnitine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Muramic Acid,"Sulfolactic Acid, 13C3",1.3395777292682298,1.0504781705521389,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Muramic Acid,HILICPos,0,Muramic Acid_X_HILICPos,0.725,9.144216331,NA,NA,30,0
N-Acetyl-Serine,Inj_vol,0.7347626630011531,0.7347626630011531,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A N-Acetyl-Serine,HILICPos,0,N-Acetyl-Serine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
N-Acetylglucosamine,"Sucrose, 13C",0.19488738097508437,0.10482478555766861,201241,200821,Smp,Hero1_A,A,200821,160315.33297506286,200821_Smp_Hero1_A N-Acetylglucosamine,HILICPos,201241,N-Acetylglucosamine_X_HILICPos,0.725,9.144216331,221124.59720698328,17531.88323329299,28,0.06666666666666665
N-Acetylmuramic acid,"Guanine, 13C-15N2",0.7106509937385331,0.565375435567506,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A N-Acetylmuramic acid,HILICPos,0,N-Acetylmuramic acid_X_HILICPos,0.725,9.144216331,NA,NA,30,0
N-methyltaurine,"DL-Alanine, D3",0.3657876021094761,0.20569255581660012,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A N-methyltaurine,HILICPos,0,N-methyltaurine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
N(e)-Acetyl-Lysine,"DL-Alanine, D3",0.18333749187327886,0.13893679108049622,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A N(e)-Acetyl-Lysine,HILICPos,0,N(e)-Acetyl-Lysine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Ophthalmic Acid,"L-Cysteic Acid, D3",0.234771823785395,0.14818185826390443,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Ophthalmic Acid,HILICPos,0,Ophthalmic Acid_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Ornithine,"Sulfolactic Acid, 13C3",0.5318543706202121,0.29816152990562067,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Ornithine,HILICPos,0,Ornithine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
PQS,Inj_vol,0.9057997665395887,0.9057997665395887,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A PQS,HILICPos,0,PQS_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Proline,"DL-Proline, D7",0.14330300516476335,0.03251409931821816,152802832,200821,Smp,Hero1_A,A,200821,142952122.1615614,200821_Smp_Hero1_A Proline,HILICPos,152802832,Proline_X_HILICPos,0.725,9.144216331,197175340.91249847,15633064.33126876,6,0.8
Propionyl-L-carnitine,"Homarine, D3",0.119713032006298,0.08636648912946966,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Propionyl-L-carnitine,HILICPos,0,Propionyl-L-carnitine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Pyridinedicarboxylic acid,"DL-Histidine, 15N",0.20520472854360763,0.11114575534145048,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Pyridinedicarboxylic acid,HILICPos,0,Pyridinedicarboxylic acid_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Riboflavin Monophosphate,Inj_vol,0.6350466313723278,0.6350466313723278,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Riboflavin Monophosphate,HILICPos,0,Riboflavin Monophosphate_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Sarcosine,"Guanine, 13C-15N2",0.2266744741171311,0.0999045371568561,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Sarcosine,HILICPos,0,Sarcosine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Serine,"Sulfoacetic Acid, 13C2",0.1211512996063867,0.06019054967582088,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Serine,HILICPos,0,Serine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Stachydrine hydrochloride,Inj_vol,0.04003967055306961,0.04003967055306961,28532804,200821,Smp,Hero1_A,A,200821,28532804,200821_Smp_Hero1_A Stachydrine hydrochloride,HILICPos,28532804,Stachydrine hydrochloride_X_HILICPos,0.725,9.144216331,39355591.72413793,3120311.568228142,14,0.5333333333333333
Succinylglycine,Inj_vol,1.6522299037657322,1.6522299037657322,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Succinylglycine,HILICPos,0,Succinylglycine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Thiamine monophosphate,Inj_vol,1.5329358311792465,1.5329358311792465,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Thiamine monophosphate,HILICPos,0,Thiamine monophosphate_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Thiamine pyrophosphate,Inj_vol,0.2988886697526228,0.2988886697526228,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Thiamine pyrophosphate,HILICPos,0,Thiamine pyrophosphate_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Threonine,"DL-Proline, D7",0.10870823754455275,0.04379655977018261,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Threonine,HILICPos,0,Threonine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
trans Hydroxyl proline,"DL-Alanine, D3",0.15008295258785379,0.08790324345636982,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A trans Hydroxyl proline,HILICPos,0,trans Hydroxyl proline_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Trigonelline,Inj_vol,0.055542243824601475,0.055542243824601475,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Trigonelline,HILICPos,0,Trigonelline_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Trimethyl-L-lysine,"L-Cysteic Acid, D3",0.2874374762099918,0.20318269812340867,515159,200821,Smp,Hero1_A,A,200821,797343.0295047116,200821_Smp_Hero1_A Trimethyl-L-lysine,HILICPos,515159,Trimethyl-L-lysine_X_HILICPos,0.725,9.144216331,1099783.4889720161,87196.43112571847,27,0.09999999999999998
Trimethylamine N-oxide,Inj_vol,0.08078858232860306,0.08078858232860306,11056104,200821,Smp,Hero1_A,A,200821,11056104,200821_Smp_Hero1_A Trimethylamine N-oxide,HILICPos,11056104,Trimethylamine N-oxide_X_HILICPos,0.725,9.144216331,15249798.620689655,1209081.6314699892,20,0.33333333333333337
Trimethylammonium Propionate (TMAP),Inj_vol,0.06502143695638248,0.06502143695638248,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Trimethylammonium Propionate (TMAP),HILICPos,0,Trimethylammonium Propionate (TMAP)_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Turicine,"DL-Valine, D8",0.14800718947373764,0.11237723054237386,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Turicine,HILICPos,0,Turicine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Tyrosine,"Betaine, 13C5-15N",0.11773887842780088,0.049413417653183515,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Tyrosine,HILICPos,0,Tyrosine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Valine,"DL-Valine, D8",0.26278823271935803,0.2466399706820807,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Valine,HILICPos,0,Valine_X_HILICPos,0.725,9.144216331,NA,NA,30,0
Vitamin B3,"Adenine, 15N2",0.13404349357600676,0.03383838984460486,NA,200821,Smp,Hero1_A,A,200821,NA,200821_Smp_Hero1_A Vitamin B3,HILICPos,0,Vitamin B3_X_HILICPos,0.725,9.144216331,NA,NA,30,0
(3-Carboxypropyl)trimethylammonium (TMAB),"Betaine, 13C5-15N",0.12515456788532978,0.06339744803195506,16732404,200821,Smp,Hero1_B,B,200821,15292272.58648027,200821_Smp_Hero1_B (3-Carboxypropyl)trimethylammonium (TMAB),HILICPos,16732404,(3-Carboxypropyl)trimethylammonium (TMAB)_X_HILICPos,1.105,13.93704696,13839160.711746851,1097239.0801559205,28,0.46153846153846156
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,NA,200821,Smp,Hero1_B,B,200821,NA,200821_Smp_Hero1_B 4-Hydroxyisoleucine,HILICPos,0,4-Hydroxyisoleucine_X_HILICPos,1.105,13.93704696,NA,NA,52,0
5-Methylcytosine,"DL-Alanine, D3",0.24913149165207632,0.19548909413931256,NA,200821,Smp,Hero1_B,B,200821,NA,200821_Smp_Hero1_B 5-Methylcytosine,HILICPos,0,5-Methylcytosine_X_HILICPos,1.105,13.93704696,NA,NA,52,0
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,NA,200821,Smp,Hero1_B,B,200821,NA,200821_Smp_Hero1_B 6-Methyladenine,HILICPos,0,6-Methyladenine_X_HILICPos,1.105,13.93704696,NA,NA,52,0
Acetyl-L-carnitine,Inj_vol,0.06297062538558988,0.06297062538558988,33527396,200821,Smp,Hero1_B,B,200821,33527396,200821_Smp_Hero1_B Acetyl-L-carnitine,HILICPos,33527396,Acetyl-L-carnitine_X_HILICPos,1.105,13.93704696,30341534.84162896,2405631.271547355,19,0.6346153846153846
Acetylcholine,Inj_vol,0.7647661523775847,0.7647661523775847,NA,200821,Smp,Hero1_B,B,200821,NA,200821_Smp_Hero1_B Acetylcholine,HILICPos,0,Acetylcholine_X_HILICPos,1.105,13.93704696,NA,NA,52,0
Adenine,"Adenine, 15N2",0.11703410404910733,0.07033874658680826,275221536,200821,Smp,Hero1_B,B,200821,247686619.03096917,200821_Smp_Hero1_B Adenine,HILICPos,275221536,Adenine_X_HILICPos,1.105,13.93704696,224150786.45336577,17771814.914726324,7,0.8653846153846154
Adenosyl Homocysteine,"Taurine, D4",0.40937228690251604,0.2517601715021789,NA,200821,Smp,Hero1_B,B,200821,NA,200821_Smp_Hero1_B Adenosyl Homocysteine,HILICPos,0,Adenosyl Homocysteine_X_HILICPos,1.105,13.93704696,NA,NA,52,0
Adenosyl Methionine,"DL-Histidine, 15N",0.2534970723364864,0.1750263249417683,1707656,200821,Smp,Hero1_B,B,200821,1391256.96987066,200821_Smp_Hero1_B Adenosyl Methionine,HILICPos,1707656,Adenosyl Methionine_X_HILICPos,1.105,13.93704696,1259056.081330914,99824.3726855219,43,0.17307692307692313
Alanine,"DL-Alanine, D3",0.1544752282172065,0.02245387449392866,30359978,200821,Smp,Hero1_B,B,200821,21596892.427147992,200821_Smp_Hero1_B Alanine,HILICPos,30359978,Alanine_X_HILICPos,1.105,13.93704696,19544699.029093206,1549603.1899104682,20,0.6153846153846154
Aminobutyric Acid,"Sulfoacetic Acid, 13C2",0.16715975608231975,0.07776346291181264,NA,200821,Smp,Hero1_B,B,200821,NA,200821_Smp_Hero1_B Aminobutyric Acid,HILICPos,0,Aminobutyric Acid_X_HILICPos,1.105,13.93704696,NA,NA,52,0
Anserine,Inj_vol,0.43038738380926905,0.43038738380926905,NA,200821,Smp,Hero1_B,B,200821,NA,200821_Smp_Hero1_B Anserine,HILICPos,0,Anserine_X_HILICPos,1.105,13.93704696,NA,NA,52,0
Arginine,"Sulfolactic Acid, 13C3",0.5547451594053554,0.39029914841749364,517358528,200821,Smp,Hero1_B,B,200821,363142096.5128666,200821_Smp_Hero1_B Arginine,HILICPos,517358528,Arginine_X_HILICPos,1.105,13.93704696,328635381.4596078,26055885.26429609,4,0.9230769230769231
Argininosuccinic Acid,"Sulfolactic Acid, 13C3",0.6471482047760884,0.3862072847967303,302231,200821,Smp,Hero1_B,B,200821,212140.6974684685,200821_Smp_Hero1_B Argininosuccinic Acid,HILICPos,302231,Argininosuccinic Acid_X_HILICPos,1.105,13.93704696,191982.53164567286,15221.351989221432,48,0.07692307692307687
Arsenobetaine,"Arsenobetaine, 13C2",0.25015398838097613,0.2800581733205054,1454304,200821,Smp,Hero1_B,B,200821,1503361.691652267,200821_Smp_Hero1_B Arsenobetaine,HILICPos,1454304,Arsenobetaine_X_HILICPos,1.105,13.93704696,1360508.3182373457,107868.022255144,44,0.15384615384615385
Asparagine,"DL-Proline, D7",0.14087964402312275,0.0583148611030435,NA,200821,Smp,Hero1_B,B,200821,NA,200821_Smp_Hero1_B Asparagine,HILICPos,0,Asparagine_X_HILICPos,1.105,13.93704696,NA,NA,52,0
Aspartic acid,"L-Cysteic Acid, D3",0.16638057002854545,0.07133294605679492,33780812,200821,Smp,Hero1_B,B,200821,28337975.524416212,200821_Smp_Hero1_B Aspartic acid,HILICPos,33780812,Aspartic acid_X_HILICPos,1.105,13.93704696,25645226.7189287,2033284.0669725498,18,0.6538461538461539
beta-Alanine,"Betaine, 13C5-15N",0.11994620821372956,0.049656389026235356,16394949,200821,Smp,Hero1_B,B,200821,14983861.80189303,200821_Smp_Hero1_B beta-Alanine,HILICPos,16394949,beta-Alanine_X_HILICPos,1.105,13.93704696,13560055.92931496,1075110.2328131231,29,0.4423076923076923
beta-Glutamic acid,"DL-Alanine, D3",0.3131338911286495,0.2250650026054979,21510200,200821,Smp,Hero1_B,B,200821,15301508.963097364,200821_Smp_Hero1_B beta-Glutamic acid,HILICPos,21510200,beta-Glutamic acid_X_HILICPos,1.105,13.93704696,13847519.423617523,1097901.801365342,25,0.5192307692307692
Betaine,"Betaine, 13C5-15N",0.08589773012534735,0.012258150848063799,1993878016,200821,Smp,Hero1_B,B,200821,1822268104.7422996,200821_Smp_Hero1_B Betaine,HILICPos,1993878016,Betaine_X_HILICPos,1.105,13.93704696,1649111407.0066059,130749943.65537386,2,0.9615384615384616
Betonicine,"Cytosine, 13C2-15N3",0.1532750144028155,0.049614471035533625,NA,200821,Smp,Hero1_B,B,200821,NA,200821_Smp_Hero1_B Betonicine,HILICPos,0,Betonicine_X_HILICPos,1.105,13.93704696,NA,NA,52,0
Butyryl-L-carnitine,"Betaine, 13C5-15N",0.10148717841749424,0.04061417315285315,5159012,200821,Smp,Hero1_B,B,200821,4714984.038212486,200821_Smp_Hero1_B Butyryl-L-carnitine,HILICPos,5159012,Butyryl-L-carnitine_X_HILICPos,1.105,13.93704696,4266953.880735281,338305.815553662,38,0.2692307692307693
Carnitine,"Betaine, 13C5-15N",0.11945639047540044,0.05675615484433173,51098192,200821,Smp,Hero1_B,B,200821,46700251.843088746,200821_Smp_Hero1_B Carnitine,HILICPos,51098192,Carnitine_X_HILICPos,1.105,13.93704696,42262671.35121153,3350799.633316924,16,0.6923076923076923
Carnosine,Inj_vol,1.649242478056527,1.649242478056527,NA,200821,Smp,Hero1_B,B,200821,NA,200821_Smp_Hero1_B Carnosine,HILICPos,0,Carnosine_X_HILICPos,1.105,13.93704696,NA,NA,52,0
Chitobiose,"Sulfolactic Acid, 13C3",0.7307541112423471,0.49213947367916505,490912,200821,Smp,Hero1_B,B,200821,344578.86211421335,200821_Smp_Hero1_B Chitobiose,HILICPos,490912,Chitobiose_X_HILICPos,1.105,13.93704696,311836.0743115053,24723.950712311682,46,0.11538461538461542
Choline,Inj_vol,0.08295531932042498,0.08295531932042498,377469248,200821,Smp,Hero1_B,B,200821,377469248,200821_Smp_Hero1_B Choline,HILICPos,377469248,Choline_X_HILICPos,1.105,13.93704696,341601129.41176474,27083875.736614436,6,0.8846153846153846
Citrulline,"L-Cysteic Acid, D3",0.2121600924304587,0.15323865876104698,8336797,200821,Smp,Hero1_B,B,200821,6993554.487027325,200821_Smp_Hero1_B Citrulline,HILICPos,8336797,Citrulline_X_HILICPos,1.105,13.93704696,6329008.58554509,501796.00507188967,34,0.34615384615384615
Creatine,"Betaine, 13C5-15N",0.10394423036318987,0.046735667373061306,NA,200821,Smp,Hero1_B,B,200821,NA,200821_Smp_Hero1_B Creatine,HILICPos,0,Creatine_X_HILICPos,1.105,13.93704696,NA,NA,52,0
Cys-Gly,Inj_vol,0.7309376597173348,0.7309376597173348,NA,200821,Smp,Hero1_B,B,200821,NA,200821_Smp_Hero1_B Cys-Gly,HILICPos,0,Cys-Gly_X_HILICPos,1.105,13.93704696,NA,NA,52,0
Cystathionine,"Sulfolactic Acid, 13C3",0.3616892176720426,0.18385186357826355,178077,200821,Smp,Hero1_B,B,200821,124995.0500878218,200821_Smp_Hero1_B Cystathionine,HILICPos,178077,Cystathionine_X_HILICPos,1.105,13.93704696,113117.69238716905,8968.546238422217,50,0.038461538461538436
Cystine,Inj_vol,0.7537886521286954,0.7537886521286954,NA,200821,Smp,Hero1_B,B,200821,NA,200821_Smp_Hero1_B Cystine,HILICPos,0,Cystine_X_HILICPos,1.105,13.93704696,NA,NA,52,0
Cytidine,"Taurine, D4",0.2490227561765087,0.10586453196945457,5446950,200821,Smp,Hero1_B,B,200821,3510940.6668041893,200821_Smp_Hero1_B Cytidine,HILICPos,5446950,Cytidine_X_HILICPos,1.105,13.93704696,3177321.870411031,251914.24531184827,36,0.3076923076923077
Cytosine,"Cytosine, 13C2-15N3",0.18349496269870252,0.03822177169315054,17013160,200821,Smp,Hero1_B,B,200821,13112065.667997885,200821_Smp_Hero1_B Cytosine,HILICPos,17013160,Cytosine_X_HILICPos,1.105,13.93704696,11866122.776468676,940806.5930774395,27,0.4807692307692307
Deoxyadenosine,Inj_vol,0.09496026446366113,0.09496026446366113,21471440,200821,Smp,Hero1_B,B,200821,21471440,200821_Smp_Hero1_B Deoxyadenosine,HILICPos,21471440,Deoxyadenosine_X_HILICPos,1.105,13.93704696,19431167.42081448,1540601.8263140013,26,0.5
Dimethylsulfonioacetate (DMS-Ac),Inj_vol,0.06074422000301994,0.06074422000301994,214529840,200821,Smp,Hero1_B,B,200821,214529840,200821_Smp_Hero1_B Dimethylsulfonioacetate (DMS-Ac),HILICPos,214529840,Dimethylsulfonioacetate (DMS-Ac)_X_HILICPos,1.105,13.93704696,194144651.5837104,15392775.859600032,10,0.8076923076923077
DMSP,"Sucrose, 13C",0.1479033580819769,0.07493425973463536,2231727360,200821,Smp,Hero1_B,B,200821,1890463214.0937638,200821_Smp_Hero1_B DMSP,HILICPos,2231727360,DMSP_X_HILICPos,1.105,13.93704696,1710826438.093904,135643025.34959415,1,0.9807692307692307
Ectoine,Inj_vol,0.07107179571045534,0.07107179571045534,22751452,200821,Smp,Hero1_B,B,200821,22751452,200821_Smp_Hero1_B Ectoine,HILICPos,22751452,Ectoine_X_HILICPos,1.105,13.93704696,20589549.321266968,1632444.2376708472,24,0.5384615384615384
Ergothioneine,Inj_vol,2.4412348567342304,2.4412348567342304,262389,200821,Smp,Hero1_B,B,200821,262389,200821_Smp_Hero1_B Ergothioneine,HILICPos,262389,Ergothioneine_X_HILICPos,1.105,13.93704696,237456.10859728509,18826.728556850612,49,0.05769230769230771
Glucosamine,"Taurine, D4",0.5014914665128996,0.3664168275623495,NA,200821,Smp,Hero1_B,B,200821,NA,200821_Smp_Hero1_B Glucosamine,HILICPos,0,Glucosamine_X_HILICPos,1.105,13.93704696,NA,NA,52,0
Glucosylglycerol,Inj_vol,0.09810091545103176,0.09810091545103176,10910854,200821,Smp,Hero1_B,B,200821,10910854,200821_Smp_Hero1_B Glucosylglycerol,HILICPos,10910854,Glucosylglycerol_X_HILICPos,1.105,13.93704696,9874076.018099548,782866.989780165,33,0.3653846153846154
Glutamic acid,"DL-Proline, D7",0.13751320090101243,0.05477330382857603,230917072,200821,Smp,Hero1_B,B,200821,169982662.47677165,200821_Smp_Hero1_B Glutamic acid,HILICPos,230917072,Glutamic acid_X_HILICPos,1.105,13.93704696,153830463.77988386,12196461.916547325,9,0.8269230769230769
Glutamine,"DL-Proline, D7",0.16664296512696775,0.06936278702579327,253700176,200821,Smp,Hero1_B,B,200821,186753759.7536555,200821_Smp_Hero1_B Glutamine,HILICPos,253700176,Glutamine_X_HILICPos,1.105,13.93704696,169007927.37887377,13399808.459399458,8,0.8461538461538461
Glutamylphenylalanine,"DL-Histidine, 15N",0.20769089361639828,0.10700488174508473,NA,200821,Smp,Hero1_B,B,200821,NA,200821_Smp_Hero1_B Glutamylphenylalanine,HILICPos,0,Glutamylphenylalanine_X_HILICPos,1.105,13.93704696,NA,NA,52,0
Glutathione,Inj_vol,1.4882343641847047,1.4882343641847047,NA,200821,Smp,Hero1_B,B,200821,NA,200821_Smp_Hero1_B Glutathione,HILICPos,0,Glutathione_X_HILICPos,1.105,13.93704696,NA,NA,52,0
Glutathione Disulfide,"DL-Proline, D7",0.12029611031355318,0.048203098214577834,147034,200821,Smp,Hero1_B,B,200821,108234.6600800899,200821_Smp_Hero1_B Glutathione Disulfide,HILICPos,147034,Glutathione Disulfide_X_HILICPos,1.105,13.93704696,97949.91862451575,7765.967955100433,51,0.019230769230769273
Glycerophosphocholine,Inj_vol,0.11968027864661171,0.11968027864661171,84343936,200821,Smp,Hero1_B,B,200821,84343936,200821_Smp_Hero1_B Glycerophosphocholine,HILICPos,84343936,Glycerophosphocholine_X_HILICPos,1.105,13.93704696,76329353.84615384,6051779.565791174,15,0.7115384615384616
Glycine,"DL-Proline, D7",0.15795180839134,0.07355055261884777,NA,200821,Smp,Hero1_B,B,200821,NA,200821_Smp_Hero1_B Glycine,HILICPos,0,Glycine_X_HILICPos,1.105,13.93704696,NA,NA,52,0
Gonyol,Inj_vol,0.10227796456397575,0.10227796456397575,85058992,200821,Smp,Hero1_B,B,200821,85058992,200821_Smp_Hero1_B Gonyol,HILICPos,85058992,Gonyol_X_HILICPos,1.105,13.93704696,76976463.34841628,6103085.699870527,14,0.7307692307692308
Guanine,"Guanine, 13C-15N2",0.236147635560921,0.011023196883480331,113349144,200821,Smp,Hero1_B,B,200821,98219135.13613921,200821_Smp_Hero1_B Guanine,HILICPos,113349144,Guanine_X_HILICPos,1.105,13.93704696,88886095.14582734,7047341.909518774,12,0.7692307692307692
Histidine,"DL-Histidine, 15N",0.1596110810870703,0.02176606159517299,NA,200821,Smp,Hero1_B,B,200821,NA,200821_Smp_Hero1_B Histidine,HILICPos,0,Histidine_X_HILICPos,1.105,13.93704696,NA,NA,52,0
Homarine,"Homarine, D3",0.0649315327032838,0.007569133984248704,636279808,200821,Smp,Hero1_B,B,200821,635647805.223381,200821_Smp_Hero1_B Homarine,HILICPos,636279808,Homarine_X_HILICPos,1.105,13.93704696,575246882.555096,45608499.92453358,3,0.9423076923076923
Homocysteine Thiolactone,Inj_vol,2.171049853817764,2.171049853817764,NA,200821,Smp,Hero1_B,B,200821,NA,200821_Smp_Hero1_B Homocysteine Thiolactone,HILICPos,0,Homocysteine Thiolactone_X_HILICPos,1.105,13.93704696,NA,NA,52,0
